name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,generation_mwh,capacity_factor_over_model_horizon
unserved_Kassala,Kassala,Slack,,132.58671242883392,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,132.58671242883392,3128.439589653074,0.14044894758304413
unserved_ElObeid,ElObeid,Slack,,59.66402059297527,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,59.66402059297527,1002.2123548030443,0.0999857145341773
unserved_ElFasher,ElFasher,Slack,,19.88800686432509,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,19.88800686432509,2520.0,0.7542233921342241
unserved_Nyala,Nyala,Slack,,13.258671242883393,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,13.258671242883393,840.0000000000001,0.37711169606711203
unserved_ElGeneina,ElGeneina,Slack,,10.606936994306714,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10.606936994306714,504.00000000000017,0.28283377205033405
unserved_Kadugli,Kadugli,Slack,,7.955202745730036,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7.955202745730036,336.0000000000001,0.2514077973780747
unserved_EnNahud,EnNahud,Slack,,7.955202745730036,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7.955202745730036,302.4000000000001,0.22626701764026724
unserved_EdDaein,EdDaein,Slack,,7.955202745730036,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7.955202745730036,378.0000000000001,0.28283377205033405
unserved_Zalingei,Zalingei,Slack,,3.977601372865018,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,unserved,10000.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,3.977601372865018,285.6,0.42739325554272695
merowe,Merowe,PQ,,1250.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1250.0,93167.71418024965,0.44365578181071263
kosti,Kosti,PQ,,500.0,0.0,False,0.0,inf,,0.0,0.25,,-inf,inf,0.0,1.0,oil,150.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,500.0,21000.0,0.25
garri12,Khartoum,PQ,,469.0,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,oil,130.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,469.0,0.0,0.0
garri4,Khartoum,PQ,,110.0,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,coal,100.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,110.0,0.0,0.0
bahri_st,Khartoum,PQ,,380.0,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,oil,160.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,380.0,0.0,0.0
bahri_gt,Khartoum,PQ,,150.0,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,oil,220.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,150.0,0.0,0.0
roseires,Roseires,PQ,,280.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,280.0,30576.0,0.65
port_barge,PortSudan,PQ,,35.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,oil,200.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,35.0,5880.0,1.0
jabal_awlia,Sennar,PQ,,30.4,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,30.4,0.0,0.0
sennar,Sennar,PQ,,15.0,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,15.0,819.0,0.325
khashm,Kassala,PQ,,17.8,0.0,False,0.0,inf,,0.0,0.4382022471910112,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,17.8,851.7600000000014,0.28483146067415777
el_obeid,ElObeid,PQ,,12.7,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,12.7,0.0,0.0
upper_atbara,Gedaref,PQ,,320.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,hydro,5.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,320.0,34944.0,0.65
el_fasher,ElFasher,PQ,,31.0,0.0,False,0.0,inf,,0.0,0.0,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,31.0,0.0,0.0
nyala,Nyala,PQ,,10.0,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10.0,840.0,0.5
geneina,ElGeneina,PQ,,10.0,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10.0,840.0,0.5
kadugli,Kadugli,PQ,,8.0,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,8.0,672.0,0.5
nahud,EnNahud,PQ,,8.4,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,8.4,705.6000000000001,0.5000000000000001
ed_daein,EdDaein,PQ,,7.5,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,7.5,630.0,0.5
zalingei,Zalingei,PQ,,2.6,0.0,False,0.0,inf,,0.0,0.5,,-inf,inf,0.0,1.0,diesel,260.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.6,218.40000000000003,0.5000000000000001
Egypt_import,Dongola,PQ,,60.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,import,70.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,60.0,72.28581975036681,0.007171212276822104
Ethiopia_import,Gedaref,PQ,,50.0,0.0,False,0.0,inf,,0.0,1.0,,-inf,inf,0.0,1.0,import,60.0,0.0,True,0,inf,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,50.0,8400.0,1.0
